iter	Logloss
865	0.4815230766
866	0.48150754
867	0.4814856556
868	0.4814725571
869	0.4814514944
870	0.4814366609
871	0.4814161957
872	0.4814049711
873	0.4813796289
874	0.4813626182
875	0.4813415055
876	0.4813259172
877	0.4813111186
878	0.4812896811
879	0.4812717322
880	0.4812527052
881	0.4812274062
882	0.4812059546
883	0.4811832695
884	0.4811605983
885	0.4811387079
886	0.4811217658
887	0.4811070675
888	0.4810973427
889	0.4810812198
890	0.4810592308
891	0.481039504
892	0.4810180146
893	0.4809997173
894	0.4809716493
895	0.480954129
896	0.4809322968
897	0.4809195785
898	0.4808990745
899	0.4808819668
900	0.4808629729
901	0.4808455471
902	0.4808320776
903	0.4808116991
904	0.4807900157
905	0.4807752557
906	0.4807570951
907	0.480740516
908	0.4807130138
909	0.4806858442
910	0.48066297
911	0.4806437076
912	0.4806311269
913	0.4805993789
914	0.4805762195
915	0.4805548146
916	0.480536979
917	0.4805199745
918	0.4805013199
919	0.4804825816
920	0.4804654914
921	0.4804429353
922	0.4804155201
923	0.4803933394
924	0.4803702858
925	0.4803477594
926	0.4803168696
927	0.4803066368
928	0.4802924039
929	0.4802771311
930	0.4802500737
931	0.4802409436
932	0.4802282402
933	0.4802102935
934	0.4801963388
935	0.4801800158
936	0.480161974
937	0.4801486471
938	0.4801383755
939	0.4801146476
940	0.4800922445
941	0.4800640626
942	0.4800362964
943	0.4800253361
944	0.4800008131
945	0.4799847455
946	0.479970261
947	0.479948737
948	0.4799343292
949	0.479913827
950	0.4798979612
951	0.4798755029
952	0.4798520353
953	0.4798377586
954	0.4798192435
955	0.4798060614
956	0.4797910266
957	0.4797838695
958	0.4797732235
959	0.4797476167
960	0.4797270724
961	0.4797073497
962	0.4796923853
963	0.4796753688
964	0.4796596941
965	0.4796317321
966	0.4796209794
967	0.4796101052
968	0.4795861376
969	0.4795704916
970	0.4795529644
971	0.4795309597
972	0.4795092316
973	0.4794971901
974	0.4794767366
975	0.4794652788
976	0.4794482326
977	0.4794278985
978	0.4794153079
979	0.4794033442
980	0.4793860949
981	0.4793740234
982	0.4793644826
983	0.479345891
984	0.4793394698
985	0.479329025
986	0.479313514
987	0.4792925023
988	0.479281991
989	0.4792634168
990	0.4792478298
991	0.4792365162
992	0.4792248593
993	0.4792043516
994	0.4791825762
995	0.4791539089
996	0.4791268686
997	0.4791007763
998	0.4790830173
999	0.4790660871
